node1,node2,node1_id,node2_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
Tuba1a,Tubb6,10090.ENSMUSP00000094778,10090.ENSMUSP00000001513,0,0,0,0.912,0,0.281,0.65,0,0.737
Tuba1a,Tubb5,10090.ENSMUSP00000094778,10090.ENSMUSP00000001566,0,0,0,0.917,0,0.431,0.65,0,0.792
Tuba1a,Tubb4b,10090.ENSMUSP00000094778,10090.ENSMUSP00000042342,0,0,0,0.917,0,0.477,0.8,0,0.891
Tuba1a,Tubb3,10090.ENSMUSP00000094778,10090.ENSMUSP00000071134,0,0,0,0.913,0,0.281,0.65,0,0.737
Tuba1a,Tuba1b,10090.ENSMUSP00000094778,10090.ENSMUSP00000076777,0,0,0,0.987,0,0.846,0.0,0,0.846
Tuba1b,Tubb6,10090.ENSMUSP00000076777,10090.ENSMUSP00000001513,0,0,0,0.914,0,0.281,0.65,0,0.737
Tuba1b,Tubb5,10090.ENSMUSP00000076777,10090.ENSMUSP00000001566,0,0,0,0.918,0,0.409,0.65,0,0.784
Tuba1b,Tubb4b,10090.ENSMUSP00000076777,10090.ENSMUSP00000042342,0,0,0,0.918,0,0.493,0.65,0,0.815
Tuba1b,Tubb3,10090.ENSMUSP00000076777,10090.ENSMUSP00000071134,0,0,0,0.914,0,0.281,0.65,0,0.737
Tuba1c,Tubb6,10090.ENSMUSP00000051033,10090.ENSMUSP00000001513,0,0,0,0.913,0,0.281,0.65,0,0.737
Tuba1c,Tubb5,10090.ENSMUSP00000051033,10090.ENSMUSP00000001566,0,0,0,0.918,0,0.281,0.65,0,0.737
Tuba1c,Tubb4b,10090.ENSMUSP00000051033,10090.ENSMUSP00000042342,0,0,0,0.917,0,0.281,0.65,0,0.737
Tuba1c,Tubb3,10090.ENSMUSP00000051033,10090.ENSMUSP00000071134,0,0,0,0.915,0,0.281,0.65,0,0.737
Tuba3b,Tubb6,10090.ENSMUSP00000084713,10090.ENSMUSP00000001513,0,0,0,0.911,0,0.281,0.65,0,0.737
Tuba3b,Tubb5,10090.ENSMUSP00000084713,10090.ENSMUSP00000001566,0,0,0,0.917,0,0.281,0.65,0,0.737
Tuba3b,Tubb4b,10090.ENSMUSP00000084713,10090.ENSMUSP00000042342,0,0,0,0.915,0,0.281,0.65,0,0.737
Tuba3b,Tubb3,10090.ENSMUSP00000084713,10090.ENSMUSP00000071134,0,0,0,0.913,0,0.281,0.65,0,0.737
Tuba4a,Tubb6,10090.ENSMUSP00000140657,10090.ENSMUSP00000001513,0,0,0,0.916,0,0.333,0.65,0,0.756
Tuba4a,Tubb5,10090.ENSMUSP00000140657,10090.ENSMUSP00000001566,0,0,0,0.918,0,0.427,0.65,0,0.79
Tuba4a,Vcl,10090.ENSMUSP00000140657,10090.ENSMUSP00000022369,0,0,0,0.0,0,0.07,0.4,0,0.418
Tuba4a,Tubb4b,10090.ENSMUSP00000140657,10090.ENSMUSP00000042342,0,0,0,0.916,0,0.474,0.8,0,0.89
Tuba4a,Tubb3,10090.ENSMUSP00000140657,10090.ENSMUSP00000071134,0,0,0,0.914,0,0.333,0.65,0,0.756
Tuba8,Tubb6,10090.ENSMUSP00000032233,10090.ENSMUSP00000001513,0,0,0,0.914,0,0.281,0.65,0,0.737
Tuba8,Tubb5,10090.ENSMUSP00000032233,10090.ENSMUSP00000001566,0,0,0,0.914,0,0.281,0.65,0,0.737
Tuba8,Tubb3,10090.ENSMUSP00000032233,10090.ENSMUSP00000071134,0,0,0,0.911,0,0.281,0.65,0,0.737
Tuba8,Tubb4b,10090.ENSMUSP00000032233,10090.ENSMUSP00000042342,0,0,0,0.914,0,0.281,0.65,0,0.737
Tubb4b,Tubb5,10090.ENSMUSP00000042342,10090.ENSMUSP00000001566,0,0,0,0.987,0,0.31,0.9,0,0.928
Uba1,Uba6,10090.ENSMUSP00000001989,10090.ENSMUSP00000035328,0,0,0,0.897,0,0.222,0.5,0,0.594
